X	HV102_Abd	HV102_Eye	HV102_Leg	HV102_Meso	HV102_Ovi	HV102_Pro	HV102_Wing2	HV102_Wing3	HV3a_Abd	HV3a_Eye	HV3a_Leg	HV3a_Meso	HV3a_Ovi	HV3a_Pro	HV3a_Wing2	HV3a_Wing3	HV7_Abd	HV7_Leg	HV7_Meso	HV7_Pro	HV7_Wing2	id
HV102_Wing3_TRINITY_DN25703_c0_g1	3743	177	784	673	2413	461	949	1277	7541	207	469	1273	1919	518	1024	1752	2544	113	81	120	164	HV102_Wing3_TRINITY_DN25703_c0_g1
HV102_Eye_TRINITY_DN20230_c2_g5	7	27	7	2	0	9	12	6	10	6	42	41	16	7	8	39	15	1	1	2	3	HV102_Eye_TRINITY_DN20230_c2_g5
HV102_Abd_TRINITY_DN20565_c0_g1	280	432	901	970	1243	658	973	1230	530	498	295	674	673	215	728	1352	228	181	84	94	103	HV102_Abd_TRINITY_DN20565_c0_g1
HV102_Leg_TRINITY_DN15401_c0_g2	8	8	52	28	27	31	22	11	14	7	107	24	86	55	49	117	8	6	0	1	1	HV102_Leg_TRINITY_DN15401_c0_g2
HV102_Ovi_TRINITY_DN6282_c0_g1	8	0	0	0	267	0	0	0	13	0	0	0	5	0	0	1	80	0	0	0	0	HV102_Ovi_TRINITY_DN6282_c0_g1
HV102_Abd_TRINITY_DN16310_c0_g2	202	137	287	243	253	161	431	544	335	212	164	201	375	120	184	498	290	71	54	54	100	HV102_Abd_TRINITY_DN16310_c0_g2
HV102_Abd_TRINITY_DN13673_c0_g1	93	27	78	50	48	29	129	299	62	140	82	51	50	67	57	84	72	22	24	26	62	HV102_Abd_TRINITY_DN13673_c0_g1
HV102_Abd_TRINITY_DN19671_c0_g1	212	223	326	146	339	198	174	201	650	167	196	290	168	157	327	409	266	173	26	60	52	HV102_Abd_TRINITY_DN19671_c0_g1
HV102_Abd_TRINITY_DN21591_c1_g1	91	1	3	1	5	7	0	1	84	0	0	0	1	0	0	0	87	1	0	0	0	HV102_Abd_TRINITY_DN21591_c1_g1
HV102_Wing3_TRINITY_DN25085_c0_g2	0	4.73	5.19	0	4.26	23.04	5.02	28.51	13.79	0	5.02	4.45	15.2	16.66	16.87	13.48	4.97	0	0	0	0	HV102_Wing3_TRINITY_DN25085_c0_g2
HV102_Abd_TRINITY_DN10752_c0_g1	15951	10388	22780	25294	35887	14717	17927	22681	20155	7271	10125	29442	12395	10176	12833	23774	15107	11159	4878	6990	7430	HV102_Abd_TRINITY_DN10752_c0_g1
HV102_Meso_TRINITY_DN16309_c0_g1	49.28	85.57	121.37	118.84	164.05	63.71	121.27	132.89	97.93	118.12	44.7	92.7	131.68	41.35	150.3	145.34	30.98	35.93	9.07	30.52	28.62	HV102_Meso_TRINITY_DN16309_c0_g1
HV102_Meso_TRINITY_DN9757_c0_g1	7	12	10	12	3	3	19	29	17	51	14	8	28	10	16	53	76	11	5	11	5	HV102_Meso_TRINITY_DN9757_c0_g1
HV102_Abd_TRINITY_DN15591_c0_g1	111	99	430	298	297	204	178	276	201	113	249	190	173	95	189	190	168	149	39	49	62	HV102_Abd_TRINITY_DN15591_c0_g1
HV102_Leg_TRINITY_DN16223_c0_g1	33	26	400	70	171	159	143	257	81	14	474	119	254	160	263	361	51	214	38	76	54	HV102_Leg_TRINITY_DN16223_c0_g1
HV102_Wing2_TRINITY_DN1344_c0_g1	1	5	0	1	3	1	12	3	0	7	6	1	0	1	0	1	2	0	0	0	1	HV102_Wing2_TRINITY_DN1344_c0_g1
HV102_Wing3_TRINITY_DN35584_c0_g1	0	0	0	0	1	0	0	3	1	3	0	0	0	0	0	1	0	0	0	0	1	HV102_Wing3_TRINITY_DN35584_c0_g1
HV102_Wing3_TRINITY_DN30918_c5_g1	13	26	38	13	21	23	26	34	31	58	32	26	67	23	43	53	9	3	0	2	2	HV102_Wing3_TRINITY_DN30918_c5_g1
HV102_Eye_TRINITY_DN22297_c0_g1	87	2290	190	12	110	34	40	13	66	4856	157	8	160	28	43	21	185	55	0	6	9	HV102_Eye_TRINITY_DN22297_c0_g1
HV102_Eye_TRINITY_DN19948_c0_g1	724	1373	2663	1330	1340	1634	1413	1919	1347	2774	1832	718	1131	864	1041	1524	1482	1159	286	561	529	HV102_Eye_TRINITY_DN19948_c0_g1
HV102_Leg_TRINITY_DN15799_c0_g1	1279	658	1849	2124	3026	1426	1861	2107	1473	552	570	888	928	508	946	1334	1812	459	383	285	1121	HV102_Leg_TRINITY_DN15799_c0_g1
HV102_Abd_TRINITY_DN14834_c0_g2	127	135	139	146	70	67	333	468	157	206	170	137	254	90	109	356	193	52	27	37	95	HV102_Abd_TRINITY_DN14834_c0_g2
HV102_Leg_TRINITY_DN16321_c0_g1	840	461	4333	3031	639	2328	1534	1550	1297	772	5166	1379	1230	1281	833	1691	1034	2328	239	385	446	HV102_Leg_TRINITY_DN16321_c0_g1
HV102_Ovi_TRINITY_DN8441_c0_g1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HV102_Ovi_TRINITY_DN8441_c0_g1
HV102_Leg_TRINITY_DN15611_c0_g2	17	11	110	66	20	58	168	199	7	11	17	11	6	31	46	58	15	10	0	2	11	HV102_Leg_TRINITY_DN15611_c0_g2
HV102_Abd_TRINITY_DN16749_c0_g1	47	0	0	0	0	2	0	0	35	0	0	0	0	0	0	0	47	0	0	0	0	HV102_Abd_TRINITY_DN16749_c0_g1
HV102_Pro_TRINITY_DN18599_c0_g1	160	197	337	302	267	223	402	504	176	214	172	148	171	105	139	275	169	87	26	49	79	HV102_Pro_TRINITY_DN18599_c0_g1
HV102_Wing3_TRINITY_DN30665_c0_g1	42	58	56	62	40	48	228	358	59	112	89	44	119	67	32	148	60	26	9	41	96	HV102_Wing3_TRINITY_DN30665_c0_g1
HV102_Wing2_TRINITY_DN26074_c1_g1	19.43	22.32	39.29	15.25	27.6	32.84	67.03	133.92	27.68	13.05	61.9	27.98	48.63	20.93	18.95	67.91	38.15	22.29	0	7.18	50.58	HV102_Wing2_TRINITY_DN26074_c1_g1
HV102_Wing3_TRINITY_DN30581_c0_g1	223.66	554.75	692.96	856.43	1244.16	627.51	1679.61	1847.52	390.86	919.49	267.01	222.54	989.2	317.36	758.67	907.5	219.34	177.86	41.84	72.81	434.3	HV102_Wing3_TRINITY_DN30581_c0_g1
HV102_Wing2_TRINITY_DN1509_c0_g1	0	0	1	0	2	2	10	7	5	1	3	1	3	3	1	2	1	0	0	0	0	HV102_Wing2_TRINITY_DN1509_c0_g1
HV102_Abd_TRINITY_DN18571_c0_g1	1614	2295	4527	2051	3286	1719	2715	3153	2613	1649	1586	2279	2678	1002	2302	4676	2625	961	477	710	918	HV102_Abd_TRINITY_DN18571_c0_g1
HV102_Abd_TRINITY_DN1330_c0_g1	11578	9457	31185	29912	39403	16669	24758	31269	16454	9137	12164	16457	15323	9005	19546	20998	9390	7195	2618	2736	5925	HV102_Abd_TRINITY_DN1330_c0_g1
HV102_Meso_TRINITY_DN18894_c1_g1	53.21	128.53	326.05	303.31	178.62	189.61	382.55	481.33	41.6	252.33	55.46	37.35	119.15	30.35	54.72	106.29	13.38	3.38	1.27	1.21	2.5	HV102_Meso_TRINITY_DN18894_c1_g1
HV102_Wing3_TRINITY_DN12510_c0_g1	1	2	0	2	0	0	4	11	1	15	12	1	2	9	0	3	2	0	0	0	1	HV102_Wing3_TRINITY_DN12510_c0_g1
HV102_Leg_TRINITY_DN18876_c0_g5	2552.62	3253.5	6318.14	3913.74	8296.77	3366.65	3763.72	4386.68	948.11	1329.48	475.62	358.34	1762.77	266.53	1247.65	1402.76	2442.09	671.12	195.74	285.08	391.94	HV102_Leg_TRINITY_DN18876_c0_g5
HV102_Pro_TRINITY_DN13390_c0_g1	84	9	41946	19	246	533	85	25	147	0	33753	111	158	236	38	22	35	162	6	16	11	HV102_Pro_TRINITY_DN13390_c0_g1
HV102_Ovi_TRINITY_DN20700_c0_g1	76.97	3	8	9	39.05	11.98	3	6	121.2	9	5	7	10.68	5	2	1	143.47	1	7	1.01	0	HV102_Ovi_TRINITY_DN20700_c0_g1
HV102_Ovi_TRINITY_DN21720_c2_g4	2.97	11.11	19.96	30.68	73.57	32.88	44.78	20.9	37.48	8.5	7.39	22.04	6.58	27.73	20.09	12.8	11.65	18.68	0.6	4.59	19.99	HV102_Ovi_TRINITY_DN21720_c2_g4
HV102_Abd_TRINITY_DN20159_c5_g1	234.46	316.35	602.71	582.25	641.41	322.91	425.35	459.53	314.22	440.19	223.12	298.2	262.98	161.52	236.19	310.72	195.69	111.31	45.75	62.71	125.87	HV102_Abd_TRINITY_DN20159_c5_g1
HV102_Abd_TRINITY_DN8248_c0_g1	8	1	0	0	0	0	2	4	6	9	0	3	7	5	2	0	39	0	4	0	0	HV102_Abd_TRINITY_DN8248_c0_g1
HV102_Eye_TRINITY_DN20763_c0_g1	497	1991	862	977	1112	620	1855	2241	683	3609	533	483	1037	368	410	986	688	259	90	133	311	HV102_Eye_TRINITY_DN20763_c0_g1
HV102_Ovi_TRINITY_DN17986_c0_g1	128	202	404	519	614	314	479	595	147	122	130	151	245	112	261	289	139	100	29	44	113	HV102_Ovi_TRINITY_DN17986_c0_g1
HV102_Ovi_TRINITY_DN17573_c3_g1	36.99	52.17	222.09	204.37	275.9	101.7	170.75	223.43	45.63	18.21	55.21	133.78	63.38	42.74	91.98	120.1	11.26	19.6	3.81	15.94	17.07	HV102_Ovi_TRINITY_DN17573_c3_g1
HV102_Abd_TRINITY_DN20626_c1_g2	84.36	29.12	24.82	18.89	18.42	11.41	45.02	39.77	92.99	28.14	29.89	55.45	94.51	22.86	11.93	83.56	106.28	6.18	5.09	7.23	0	HV102_Abd_TRINITY_DN20626_c1_g2
HV102_Abd_TRINITY_DN17401_c0_g1	373	540	959	1019	1237	597	1183	1341	504	693	402	492	710	329	720	801	462	192	80	137	311	HV102_Abd_TRINITY_DN17401_c0_g1
HV102_Ovi_TRINITY_DN18378_c2_g1	6.57	13.07	7.5	13.58	32.03	8.1	5.89	5.43	19.07	5.21	2.47	2.06	11.09	2.47	2.97	7.5	42.87	2.66	1.1	0	2	HV102_Ovi_TRINITY_DN18378_c2_g1
HV102_Leg_TRINITY_DN3709_c0_g1	0	1	6	6	4	4	5	2	4	5	0	2	1	3	2	1	4	0	0	3	0	HV102_Leg_TRINITY_DN3709_c0_g1
HV102_Abd_TRINITY_DN21469_c0_g1	123	18	47	41	78	10	31	32	44	2	10	12	35	19	8	25	339	226	184	526	647	HV102_Abd_TRINITY_DN21469_c0_g1
HV102_Abd_TRINITY_DN23528_c0_g1	5822	4028	10672	11805	15308	6446	7958	10414	8661	3302	4599	7108	5716	3903	7929	6681	4727	3348	1299	1688	3498	HV102_Abd_TRINITY_DN23528_c0_g1
HV102_Ovi_TRINITY_DN13644_c0_g1	1611	27	387	277	993	248	189	199	2086	28	183	215	626	114	118	98	1780	113	100	197	30	HV102_Ovi_TRINITY_DN13644_c0_g1
HV102_Eye_TRINITY_DN17159_c0_g1	2	28	10	15	5	14	25	24	4	2	18	7	1	8	9	13	1	0	0	0	0	HV102_Eye_TRINITY_DN17159_c0_g1
HV102_Meso_TRINITY_DN17952_c1_g1	77	101	796	432	312	527	236	291	115	183	488	323	302	213	343	445	78	395	53	153	64	HV102_Meso_TRINITY_DN17952_c1_g1
HV102_Wing3_TRINITY_DN29043_c4_g2	12.71	12.76	19.29	16.22	12.9	11.12	23.27	22.93	12.77	23.48	26.99	8.45	25.6	13.41	10.22	23.54	19.38	15.31	0	6.43	8.14	HV102_Wing3_TRINITY_DN29043_c4_g2
HV102_Abd_TRINITY_DN10016_c0_g1	81	106	267	303	332	151	223	320	69	35	64	123	70	45	78	71	72	50	24	28	106	HV102_Abd_TRINITY_DN10016_c0_g1
HV102_Wing3_TRINITY_DN26985_c0_g1	8	0	443	83	5322	19	313	1480	29	1	182	22	1842	31	21	377	1	3	1	0	3	HV102_Wing3_TRINITY_DN26985_c0_g1
HV102_Eye_TRINITY_DN22055_c1_g1	53.8	92.67	63.14	71.63	30.14	51.32	174.53	297.39	75.69	178.39	58.93	84.46	140.88	71.76	38.14	236.27	153.34	51.65	27.97	52.09	69.71	HV102_Eye_TRINITY_DN22055_c1_g1
HV102_Meso_TRINITY_DN17018_c1_g1	56.12	6.38	829.58	9200.17	130.41	70.58	606.15	1295.66	24.83	13.75	125.72	7179.96	35.67	48.87	61.26	34.41	65.82	355.59	585.96	33.69	79.78	HV102_Meso_TRINITY_DN17018_c1_g1
HV102_Wing2_TRINITY_DN28166_c0_g1	81	86	87	120	99	44	170	287	88	315	106	64	97	75	89	141	114	50	19	40	56	HV102_Wing2_TRINITY_DN28166_c0_g1
HV102_Wing3_TRINITY_DN24375_c0_g1	2	1	4	8	2	1	3	11	4	3	2	2	4	3	2	0	3	2	1	1	3	HV102_Wing3_TRINITY_DN24375_c0_g1
HV102_Eye_TRINITY_DN20631_c1_g1	213.39	223.47	123.74	107.75	119.68	59.8	292.46	414.45	117.96	343.88	243.43	170.14	264.64	113.19	111.05	321.52	213.6	61.21	33.03	35.12	61.2	HV102_Eye_TRINITY_DN20631_c1_g1
HV102_Wing3_TRINITY_DN11077_c0_g1	0	3	0	0	0	0	2	7	0	2	1	1	5	0	0	2	1	0	0	1	0	HV102_Wing3_TRINITY_DN11077_c0_g1
HV102_Abd_TRINITY_DN20734_c0_g2	293	112	34	122	231	130	27	17	290	16	17	43	63	29	6	6	274	5	18	54	27	HV102_Abd_TRINITY_DN20734_c0_g2
HV102_Ovi_TRINITY_DN17048_c1_g1	94.39	380.69	268.82	473.48	462.97	246.56	728.84	1087.03	7.25	19.08	8.3	5.8	13.38	0	5.49	2.48	12.12	3.43	0	2.9	8.68	HV102_Ovi_TRINITY_DN17048_c1_g1
HV102_Leg_TRINITY_DN12083_c0_g2	5	5	24	9	6	5	13	9	3	5	5	8	8	9	13	6	3	5	0	3	3	HV102_Leg_TRINITY_DN12083_c0_g2
HV102_Wing3_TRINITY_DN28164_c0_g3	2	1	7	0	1	0	1	7	1	4	3	6	2	3	1	4	0	1	0	1	2	HV102_Wing3_TRINITY_DN28164_c0_g3
HV102_Eye_TRINITY_DN16585_c0_g1	286	384	902	934	985	497	1474	1745	517	497	356	826	831	248	582	1496	558	185	156	143	201	HV102_Eye_TRINITY_DN16585_c0_g1
HV102_Wing3_TRINITY_DN30600_c2_g1	89	117	93	174	80	66	419	680	133	424	186	135	302	105	128	350	119	21	24	31	73	HV102_Wing3_TRINITY_DN30600_c2_g1
HV102_Wing2_TRINITY_DN32309_c0_g1	0	1	1	0	0	0	8	0	1	10	0	0	2	0	0	5	0	0	0	0	0	HV102_Wing2_TRINITY_DN32309_c0_g1
HV102_Wing2_TRINITY_DN29639_c0_g2	36.55	58.18	198.17	179.22	203.08	135.06	198.9	395.04	72.61	32.69	31.49	43.24	13.38	16.77	0	80.07	36.68	19.43	10.74	12.36	22.51	HV102_Wing2_TRINITY_DN29639_c0_g2
HV102_Leg_TRINITY_DN20293_c1_g1	160	209	314	242	361	126	269	274	162	420	37	51	127	57	154	149	168	74	9	21	71	HV102_Leg_TRINITY_DN20293_c1_g1
HV102_Abd_TRINITY_DN16162_c0_g3	36	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	96	0	0	0	0	HV102_Abd_TRINITY_DN16162_c0_g3
HV102_Meso_TRINITY_DN15493_c0_g1	139.83	470.1	695.42	1104.45	1088.73	709.26	924.63	976.15	275.82	207.89	332.93	487.01	249.35	266.1	341.79	489.8	219.72	178.16	75.42	35.72	196.58	HV102_Meso_TRINITY_DN15493_c0_g1
HV102_Abd_TRINITY_DN14414_c0_g1	0.05	0	0	0.69	0	0	0	3.97	0	0	0	0	0	0	1.49	0	0	0	0	0	0	HV102_Abd_TRINITY_DN14414_c0_g1
HV102_Leg_TRINITY_DN18304_c0_g1	165	137	389	364	471	190	313	426	249	90	128	260	215	132	294	514	230	84	73	73	132	HV102_Leg_TRINITY_DN18304_c0_g1
HV102_Eye_TRINITY_DN19408_c0_g1	201	248	488	1059	618	343	375	476	237	211	232	1003	334	173	340	400	297	258	90	87	153	HV102_Eye_TRINITY_DN19408_c0_g1
HV102_Ovi_TRINITY_DN14932_c0_g2	14	25	94	127	164	50	104	137	6	5	26	32	52	24	33	67	33	1	6	2	3	HV102_Ovi_TRINITY_DN14932_c0_g2
HV102_Meso_TRINITY_DN18640_c1_g1	138.44	25	376.45	1224.46	2228.85	476.09	2128.48	1981.03	114	44	76	346.39	949.68	178.51	427.57	552.74	241.91	59	100.51	70.62	714.49	HV102_Meso_TRINITY_DN18640_c1_g1
HV102_Wing3_TRINITY_DN29459_c0_g1	406	110	315	243	143	166	231	306	682	215	222	293	443	121	75	302	713	82	69	68	58	HV102_Wing3_TRINITY_DN29459_c0_g1
HV102_Leg_TRINITY_DN18923_c0_g2	17	16	27	18	19	12	42	48	229	61	35	68	23	32	30	76	26	4	3	7	4	HV102_Leg_TRINITY_DN18923_c0_g2
HV102_Wing2_TRINITY_DN28458_c1_g2	31.93	18.2	59.87	78.96	46.08	46.92	108.77	106.7	4.88	63.19	49.74	0	0	17.36	18.74	0	27.67	2.69	10.71	22.86	22.88	HV102_Wing2_TRINITY_DN28458_c1_g2
HV102_Meso_TRINITY_DN16200_c0_g1	290.16	472.04	744.18	856.89	914.16	484.78	917.9	1104.59	766.14	818.14	564.41	630.6	945.59	382.61	686.43	1174.94	516.12	239.58	138.87	232.44	152.22	HV102_Meso_TRINITY_DN16200_c0_g1
HV102_Eye_TRINITY_DN14073_c0_g1	0	21	0	0	0	0	0	0	0	18	1	2	0	0	0	0	2	0	0	0	0	HV102_Eye_TRINITY_DN14073_c0_g1
HV102_Wing2_TRINITY_DN29933_c1_g1	168.7	347.5	546.26	816.5	690.72	304.52	889.84	1182.89	510.73	449.49	328.07	587.34	906.73	229.89	609.84	1180.12	378.56	75	73	58	149	HV102_Wing2_TRINITY_DN29933_c1_g1
HV102_Abd_TRINITY_DN20752_c0_g1	3.11	1	0	0	1	2	0	0	5	0	0	0	0	1	0	0	2.11	0	0	0	0	HV102_Abd_TRINITY_DN20752_c0_g1
HV102_Abd_TRINITY_DN21534_c0_g1	1962	1440	3112	4134	5212	2603	3973	4539	3570	1366	1409	2289	3349	1440	2634	4875	2100	761	524	503	1456	HV102_Abd_TRINITY_DN21534_c0_g1
HV102_Wing3_TRINITY_DN2616_c0_g1	0	0	2	1	1	0	1	7	0	10	1	0	0	0	1	6	1	0	0	1	1	HV102_Wing3_TRINITY_DN2616_c0_g1
HV102_Wing2_TRINITY_DN26646_c0_g1	0	7	0	1	3	1	9	15	0	5	3	2	4	1	2	11	2	1	0	1	3	HV102_Wing2_TRINITY_DN26646_c0_g1
HV102_Abd_TRINITY_DN18880_c0_g1	158.84	155.89	330.45	331.77	369.33	160.01	506.26	598.75	187	189.62	185.54	220.9	250.51	134.88	321.71	411	170.71	74.85	33	64.99	159.98	HV102_Abd_TRINITY_DN18880_c0_g1
HV102_Abd_TRINITY_DN18278_c0_g2	8	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	274	0	0	0	0	HV102_Abd_TRINITY_DN18278_c0_g2
HV102_Meso_TRINITY_DN14961_c0_g4	0	0	0	4.39	0.23	0	0	0	0	0	0.27	0.6	0	0	0	0	0	0	0	0	0	HV102_Meso_TRINITY_DN14961_c0_g4
HV102_Abd_TRINITY_DN21065_c0_g1	178	411	749	422	482	357	469	551	290	605	381	423	336	197	367	622	276	252	96	142	134	HV102_Abd_TRINITY_DN21065_c0_g1
HV102_Ovi_TRINITY_DN856_c0_g1	38	14	136	9	95	101	7	3	43	1	44	6	3	51	2	2	18	54	0	11	0	HV102_Ovi_TRINITY_DN856_c0_g1
HV102_Leg_TRINITY_DN19483_c0_g2	1.01	0	6.35	2.07	1	6.06	1	0	4.09	0	8.2	1	0	3.07	0	0	3.03	1.01	0	1	0	HV102_Leg_TRINITY_DN19483_c0_g2
HV102_Leg_TRINITY_DN11853_c0_g2	60	45	81	49	38	47	58	78	76	94	82	53	54	34	18	67	207	48	17	41	55	HV102_Leg_TRINITY_DN11853_c0_g2
HV102_Ovi_TRINITY_DN792_c0_g1	2	58.46	16.09	11.71	19	3.29	3	2	3	34	162	9.18	89.93	9	112	41	0	3.33	0	0	0	HV102_Ovi_TRINITY_DN792_c0_g1
HV102_Wing3_TRINITY_DN28041_c1_g4	8	49	14	16	6	12	56	114	18	82	29	20	48	22	11	61	29	6	1	3	12	HV102_Wing3_TRINITY_DN28041_c1_g4
HV102_Ovi_TRINITY_DN17022_c0_g3	5.82	0	64.09	45.9	4.61	51.93	1.28	10.4	10.1	9.51	39.18	32.44	2.7	9.58	0	1.71	2.96	54.07	4.25	2.68	0	HV102_Ovi_TRINITY_DN17022_c0_g3
HV102_Leg_TRINITY_DN13379_c0_g2	102	175	274	241	153	161	431	645	147	285	164	128	301	86	181	348	170	127	29	45	103	HV102_Leg_TRINITY_DN13379_c0_g2
HV102_Wing2_TRINITY_DN29701_c0_g3	23.26	12.51	41.52	34.21	45.16	24.37	150.43	152.89	6	7	5	1	2	4	1	0	14	0	0	1	0	HV102_Wing2_TRINITY_DN29701_c0_g3
HV102_Leg_TRINITY_DN14420_c0_g1	126	264	334	26	58	47	64	32	50	345	111	37	20	16	13	20	229	161	4	21	29	HV102_Leg_TRINITY_DN14420_c0_g1
HV102_Eye_TRINITY_DN19105_c3_g4	153.09	180.76	276.91	234.98	196.77	143.16	293.79	407.82	154.48	246.81	196.01	120.8	144.44	96.92	158.58	133.74	186	63.3	29.44	42.19	85.34	HV102_Eye_TRINITY_DN19105_c3_g4
HV102_Wing2_TRINITY_DN31800_c0_g1	20184	15781	10430	13041	29950	13265	13434	16275	26243	8214	4364	7068	10219	6183	5299	14404	25876	1344	1042	6044	2678	HV102_Wing2_TRINITY_DN31800_c0_g1
HV102_Ovi_TRINITY_DN2001_c0_g1	0	0	3	2	3	3	1	1	0	0	2	1	3	5	6	18	12	2	0	0	0	HV102_Ovi_TRINITY_DN2001_c0_g1
HV102_Abd_TRINITY_DN21707_c0_g1	686	776	1411	1355	2175	857	1766	1987	1025	838	607	940	1261	567	1345	2076	773	412	180	266	504	HV102_Abd_TRINITY_DN21707_c0_g1
HV102_Meso_TRINITY_DN18981_c2_g1	703.25	1252.81	1672.05	1834.74	1147	1399.89	959.34	817.91	1038.66	1647.5	1127.42	838.19	582.69	656.99	314.27	438.17	805.01	656.69	149.57	331.41	242.64	HV102_Meso_TRINITY_DN18981_c2_g1
HV102_Eye_TRINITY_DN20036_c0_g2	354	326	50	21	37	20	6	11	533	20	51	38	213	173	12	20	1146	34	7	49	25	HV102_Eye_TRINITY_DN20036_c0_g2
HV102_Leg_TRINITY_DN5514_c0_g1	5	11	465	41	0	199	1	1	2	15	284	36	2	55	2	0	10	349	22	67	1	HV102_Leg_TRINITY_DN5514_c0_g1
HV102_Wing3_TRINITY_DN32670_c0_g2	61	37	74	53	33	27	119	184	52	374	106	38	124	49	95	125	29	13	6	5	17	HV102_Wing3_TRINITY_DN32670_c0_g2
HV102_Eye_TRINITY_DN16992_c0_g1	0	890	0	0	0	0	0	0	0	11	0	0	0	1	75	0	0	0	0	0	0	HV102_Eye_TRINITY_DN16992_c0_g1
HV102_Pro_TRINITY_DN16743_c0_g1	1376	1206	2996	2511	2454	1940	2806	3504	2864	1608	1745	1887	2238	1350	1749	2882	1953	880	436	616	1223	HV102_Pro_TRINITY_DN16743_c0_g1
HV102_Abd_TRINITY_DN20061_c2_g1	11.53	2.73	17.94	12.81	12.31	5.22	37.22	47.75	6.23	37.37	5.53	0	4.99	5.23	33.42	42.49	2.36	0	0.16	0	0	HV102_Abd_TRINITY_DN20061_c2_g1
HV102_Wing3_TRINITY_DN33010_c1_g2	47.97	51.77	43.66	49.72	51.83	39.32	91.54	138.68	25.1	47.81	40.3	14.42	35.89	14.34	26.83	37.85	60.83	6	10	6	17.39	HV102_Wing3_TRINITY_DN33010_c1_g2
HV102_Ovi_TRINITY_DN19966_c0_g1	9.48	19.3	101.84	65.1	66.96	36.32	155.04	200.73	9.35	6.45	15.17	17.46	16.24	6.8	4.04	29.63	39.76	35.34	27.23	33.59	10.68	HV102_Ovi_TRINITY_DN19966_c0_g1
HV102_Eye_TRINITY_DN21344_c0_g1	1052	1331	2107	2725	3843	1619	4430	5155	1004	1076	933	899	1446	662	659	1661	1354	478	153	226	835	HV102_Eye_TRINITY_DN21344_c0_g1
HV102_Meso_TRINITY_DN16137_c1_g1	34.49	103.32	348.37	296.18	461.73	205.58	51.4	46.69	16.85	42.48	216.26	69.29	59.72	54.57	10.65	0	67.61	132.65	50.58	55.64	76.73	HV102_Meso_TRINITY_DN16137_c1_g1
HV102_Wing3_TRINITY_DN33617_c0_g1	39.87	47.68	394.72	344.73	225.27	92.37	187.01	351.21	210.39	57.54	1148.02	1429.58	147.28	329.1	87.13	163.26	117.71	319.67	33	28.01	37	HV102_Wing3_TRINITY_DN33617_c0_g1
HV102_Leg_TRINITY_DN20925_c0_g1	827.67	381.41	902.96	349.3	260.99	332.26	739.6	1105.55	738.75	574.01	415.13	324.24	499.31	117.78	202.75	597.07	859.72	77.77	85.08	91.57	90.13	HV102_Leg_TRINITY_DN20925_c0_g1
HV102_Leg_TRINITY_DN19143_c2_g1	182.89	68.83	5707.23	2766.88	66.64	3251.62	203.42	453.09	318.03	65.85	6065.19	1531.38	181.21	1422.31	16.69	43.6	299.1	1591.09	241.12	342.06	2.45	HV102_Leg_TRINITY_DN19143_c2_g1
HV102_Ovi_TRINITY_DN15699_c0_g1	859	194	472	555	1101	360	621	606	1640	207	224	316	644	169	412	635	1073	94	32	127	126	HV102_Ovi_TRINITY_DN15699_c0_g1
HV102_Abd_TRINITY_DN15668_c0_g1	588.88	539.51	1950.29	1941	1387.92	959.14	734.27	861.4	982.1	667.67	1219.88	1433.6	676.59	486.75	1000.43	897.35	896.77	738.04	153.7	234.19	154.18	HV102_Abd_TRINITY_DN15668_c0_g1
HV102_Eye_TRINITY_DN21570_c0_g8	5	8	0	2	2	1	1	0	0	24	1	0	0	0	0	0	0	2	0	0	0	HV102_Eye_TRINITY_DN21570_c0_g8
HV102_Abd_TRINITY_DN19596_c3_g2	601.66	1597.13	3492.34	1110.03	2033.24	1270.99	1573.44	1984.61	571.14	829.03	1688.54	1018.87	484.38	799.96	684.45	943.26	498.36	1458.52	347.21	582.65	537.19	HV102_Abd_TRINITY_DN19596_c3_g2
HV102_Pro_TRINITY_DN19011_c1_g1	3.52	7.85	8.15	5.87	6.51	8.02	20.45	34.55	5.66	4.44	10.69	5.1	6.87	6.32	9.56	16.58	3.27	1.33	0	4	0	HV102_Pro_TRINITY_DN19011_c1_g1
HV102_Ovi_TRINITY_DN21176_c0_g1	184	170	472	423	501	235	563	690	199	166	172	210	178	104	227	239	200	80	43	38	120	HV102_Ovi_TRINITY_DN21176_c0_g1
HV102_Abd_TRINITY_DN21739_c0_g3	115	20	20	16	12	19	20	17	166	44	50	23.65	45	39	32	48	154	1	0	3	1	HV102_Abd_TRINITY_DN21739_c0_g3
HV102_Abd_TRINITY_DN12728_c0_g1	116	20	5	24	68	24	5	4	233	5	7	24	49	14	1	2	142	3	8	2	0	HV102_Abd_TRINITY_DN12728_c0_g1
HV102_Leg_TRINITY_DN17480_c0_g1	92.98	75.37	197.85	109.94	211.88	95.24	189.13	201.08	87.77	88.55	66.94	77.38	98.78	42.89	114.8	166.03	97.31	59.75	25.08	30.74	62.08	HV102_Leg_TRINITY_DN17480_c0_g1
HV102_Leg_TRINITY_DN9743_c0_g1	4	6	20	5	7	3	11	14	7	6	7	7	5	4	3	8	4	0	0	1	0	HV102_Leg_TRINITY_DN9743_c0_g1
