X	ECEF_Abd	ECEF_Eye	ECEF_Leg	ECEF_Meso	ECEF_Ovi	ECEF_Pro	ECEF_Wing2	ECEF_Wing3	ECFisC_Abd	ECFisC_Eye	ECFisC_Leg	ECFisC_Meso	ECFisC_Ovi	ECFisC_Pro	ECFisC_Wing2	ECFisC_Wing3	ECty4_Abd	ECty4_Eye	ECty4_Leg	ECty4_Meso	ECty4_Ovi	ECty4_Pro	ECty4_Wing2	ECty4_Wing3	id
ECEF_Wing2_TRINITY_DN14034_c0_g1	0	4	10	2	0	3	8	2	0	0	0	0	1	1	1	1	0	5	0	0	1	1	7	0	ECEF_Wing2_TRINITY_DN14034_c0_g1
ECEF_Abd_TRINITY_DN21572_c0_g1	984	2322	2058	2215	878	1338	2702	1843	775	306	139	2122	3191	2211	3232	3259	822	1472	1410	1633	1953	365	2666	239	ECEF_Abd_TRINITY_DN21572_c0_g1
ECEF_Wing2_TRINITY_DN25018_c0_g2	143	127	213	148.78	108.33	139	1048.34	734.27	74	10.49	9	56	72	30	98.65	134.3	141	142.4	103.78	162	312.22	42	1180.41	84.16	ECEF_Wing2_TRINITY_DN25018_c0_g2
ECEF_Abd_TRINITY_DN17230_c0_g1	295	400	686	713	437	410	836	765	431	137	60	1040	1395	886	1351	1635	230	381	407	670	923	150	578	127	ECEF_Abd_TRINITY_DN17230_c0_g1
ECEF_Leg_TRINITY_DN2579_c0_g1	0	1	65	11	18	4	6	3	1	0	2	12	6	9	33	15	46	315	1316	287	757	261	337	40	ECEF_Leg_TRINITY_DN2579_c0_g1
ECEF_Abd_TRINITY_DN21272_c0_g1	350	540	696	696	230	441	1010	736	409	126	59	975	1453	819	1258	1606	509	644	779	972	1306	184	1448	100	ECEF_Abd_TRINITY_DN21272_c0_g1
ECEF_Wing3_TRINITY_DN27970_c1_g2	11.12	24.26	24.9	27.23	9.41	11.91	16.09	51.72	7.91	1.77	2.45	23.72	37.95	10.78	24.28	27.76	14.41	31.76	22.45	51.24	40.86	3.37	54.3	4.52	ECEF_Wing3_TRINITY_DN27970_c1_g2
ECEF_Pro_TRINITY_DN22437_c1_g1	10.68	18.25	29.33	15.54	14.2	29.96	22.1	19.56	0	0	4.44	8.25	16.54	23.76	32.27	15.7	29.13	40.4	31.5	39.58	103.49	6.46	68.5	8.04	ECEF_Pro_TRINITY_DN22437_c1_g1
ECEF_Wing3_TRINITY_DN11649_c0_g1	56	139	131	141	49	58	145	148	37	16	8	81	107	76	98	155	28	44	48	50	80	10	68	10	ECEF_Wing3_TRINITY_DN11649_c0_g1
ECEF_Leg_TRINITY_DN25718_c0_g1	1	7	11	9	5	2	6	6	5	1	1	6	15	5	7	13	2	7	6	8	11	2	14	0	ECEF_Leg_TRINITY_DN25718_c0_g1
ECEF_Wing3_TRINITY_DN28069_c1_g1	8.31	16.67	19.01	18	10	8.66	16	21.78	9	0.9	0	10.96	20.74	11	13.62	25.69	5	8.18	4	10.86	9.99	4.24	13.24	8.01	ECEF_Wing3_TRINITY_DN28069_c1_g1
ECEF_Ovi_TRINITY_DN704_c0_g1	1	2	4	3	7	2	2	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	ECEF_Ovi_TRINITY_DN704_c0_g1
ECEF_Wing3_TRINITY_DN27177_c0_g1	94.34	213.28	221.82	252.25	99.28	168.88	365.07	261.4	115.72	47.74	29.54	302.85	548.33	304.23	372.82	543.57	89.71	164.48	139.39	182.88	371.6	55.18	360.44	35.13	ECEF_Wing3_TRINITY_DN27177_c0_g1
ECEF_Pro_TRINITY_DN19494_c0_g1	0	14.01	1.33	8.61	1.51	4.66	5.52	8.24	0	0	0	0	0	0	0	0	0	6.19	1.13	4.36	2.28	1.1	5.08	1.13	ECEF_Pro_TRINITY_DN19494_c0_g1
ECEF_Abd_TRINITY_DN19735_c1_g2	9	13	9.29	10	6	7	27	13	4	3	2	11	22	8	16	22.43	8	13	7	6	17	1	16	1	ECEF_Abd_TRINITY_DN19735_c1_g2
ECEF_Abd_TRINITY_DN17495_c0_g1	76	214	178	226	91	131	259	245	72	53	14	245	427	162	288	376	119	161	216	271	423	33	349	25	ECEF_Abd_TRINITY_DN17495_c0_g1
ECEF_Wing2_TRINITY_DN26136_c3_g1	124.5	52.86	247.15	31.51	14.22	67.17	390.58	232.93	25.92	5.24	3.59	5.88	5.86	56.19	7.98	33.2	92.72	38.93	57.77	24.01	38.95	10.79	194.22	9.79	ECEF_Wing2_TRINITY_DN26136_c3_g1
ECEF_Leg_TRINITY_DN13464_c0_g1	0	0	2	3	0	0	2	3	2	0	1	1	1	0	4	3	2	0	0	2	2	1	2	1	ECEF_Leg_TRINITY_DN13464_c0_g1
ECEF_Eye_TRINITY_DN13583_c0_g1	66	146	165	148	90	108	168	149	109	27	7	195	217	134	254	275	41	74	66	114	129	15	92	18	ECEF_Eye_TRINITY_DN13583_c0_g1
ECEF_Wing3_TRINITY_DN28845_c0_g3	26	34	77	64.56	38	56	52	98	39	12	3	58	67	27	52	129	16	53	34	47.44	92	22	84	33	ECEF_Wing3_TRINITY_DN28845_c0_g3
ECEF_Meso_TRINITY_DN28021_c0_g1	35.67	60.53	78.92	99	52.36	66.67	108.34	101.15	16.22	3.59	4.73	55.91	99.06	58.55	67.64	87.84	69.64	144.54	117.44	157.19	182.01	32.5	216.38	21.72	ECEF_Meso_TRINITY_DN28021_c0_g1
ECEF_Abd_TRINITY_DN16582_c0_g1	75	18	12	23	42	4	2	9	504	18	5	140	109	67	14	52	171	81	76	105	168	12	4	12	ECEF_Abd_TRINITY_DN16582_c0_g1
ECEF_Wing3_TRINITY_DN19374_c0_g1	6.94	7.39	15.97	5	1.33	3.59	5.42	9.96	3.64	1.18	0	9.36	5.67	11.77	12.12	6.53	2.75	7.13	5.13	2.15	1.02	1.99	8.87	2.99	ECEF_Wing3_TRINITY_DN19374_c0_g1
ECEF_Abd_TRINITY_DN19216_c1_g2	88	152	144	137	51	59	133	122	91	36	16	203	185	110	140	208	71	119	114	183	182	19	150	11	ECEF_Abd_TRINITY_DN19216_c1_g2
ECEF_Leg_TRINITY_DN20531_c0_g1	99.49	92.71	218.51	394.12	50.15	116.45	105.58	84.13	106.36	28.65	12.16	284.66	124.22	86.56	86.47	252.34	100.92	129.51	111.69	270.38	144.66	20.73	104.65	35.46	ECEF_Leg_TRINITY_DN20531_c0_g1
ECEF_Leg_TRINITY_DN23401_c0_g1	65.93	103.9	360.65	283.46	97.1	73.57	120.37	93.86	200.03	30.09	31.64	632.01	372.41	213.07	357.54	401.8	137.26	181.47	328.08	399.52	356.42	53.49	432.5	56.75	ECEF_Leg_TRINITY_DN23401_c0_g1
ECEF_Wing3_TRINITY_DN16246_c0_g1	1	2	1	2	3	5	6	6	5	0	0	12	3	6	3	8	4	3	8	6	3	0	10	0	ECEF_Wing3_TRINITY_DN16246_c0_g1
ECEF_Leg_TRINITY_DN22760_c0_g1	0	0	159	1	5	1	0	0	0	0	11	1	5	0	0	1	2	0	36	0	3	0	0	0	ECEF_Leg_TRINITY_DN22760_c0_g1
ECEF_Abd_TRINITY_DN19458_c0_g1	30	9	52	12	6	22	31	31	31	2	1	34	28	31	28	62	16	30	26	29	23	5	42	0	ECEF_Abd_TRINITY_DN19458_c0_g1
ECEF_Ovi_TRINITY_DN14275_c0_g1	0	0	3	0	17	0	0	1	0	0	0	0	0	0	0	0	2	5	101	390	42	2	89	128	ECEF_Ovi_TRINITY_DN14275_c0_g1
ECEF_Abd_TRINITY_DN1185_c0_g1	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	ECEF_Abd_TRINITY_DN1185_c0_g1
ECEF_Leg_TRINITY_DN8724_c0_g1	0	0	5	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	ECEF_Leg_TRINITY_DN8724_c0_g1
ECEF_Abd_TRINITY_DN10776_c0_g1	21	3	8	7	1	7	6	12	3	2	0	5	5	4	3	5	2	9	5	7	12	3	2	0	ECEF_Abd_TRINITY_DN10776_c0_g1
ECEF_Wing2_TRINITY_DN21891_c1_g2	14.6	16.87	31.17	36.92	14	20.05	41.66	33.65	3	0	0	5.37	8	2.57	2.39	7.12	6.28	8.72	12.4	11.07	19.99	0	18.07	3	ECEF_Wing2_TRINITY_DN21891_c1_g2
ECEF_Abd_TRINITY_DN19607_c0_g1	2060.88	1460.2	2193.44	1359.17	626.31	702.88	1055.64	832.87	3889	627.21	321.84	2924.03	2684.55	2154.12	2779.86	3676.99	3966.82	3158.97	5378.4	5449.06	5895.24	811.41	7272.03	547.15	ECEF_Abd_TRINITY_DN19607_c0_g1
ECEF_Eye_TRINITY_DN17295_c0_g1	310	317	469	295	129	280	535	391	222	49	25	277	431	303	329	416	351	595	387	571	562	88	638	45	ECEF_Eye_TRINITY_DN17295_c0_g1
ECEF_Meso_TRINITY_DN27849_c3_g1	5	17	7	7	3	6	8	10	5	1	0	10	5	9	12	10	2	20	5	9	15	2	15	3	ECEF_Meso_TRINITY_DN27849_c3_g1
ECEF_Meso_TRINITY_DN20643_c0_g1	1	2	1	5	1	1	1	1	6	1	0	2	2	5	4	8	1	2	1	1	5	2	3	0	ECEF_Meso_TRINITY_DN20643_c0_g1
ECEF_Wing3_TRINITY_DN28868_c0_g1	14.68	6.58	22.66	24.62	16.76	7.56	20.62	44.98	7.8	4.4	5.83	44.78	62.05	39.51	52.4	90.86	15.13	10.82	19.21	39.21	37.34	11.75	35.01	2.1	ECEF_Wing3_TRINITY_DN28868_c0_g1
ECEF_Abd_TRINITY_DN16472_c0_g2	164	244	370	300	179	164	272	241	197	63	37	428	510	265	422	571	136	209	257	421	529	58	352	90	ECEF_Abd_TRINITY_DN16472_c0_g2
ECEF_Abd_TRINITY_DN16809_c0_g1	151	142	268	197	81	156	353	213	70	28	15	249	350	217	315	372	143	238	305	379	385	47	460	27	ECEF_Abd_TRINITY_DN16809_c0_g1
ECEF_Wing3_TRINITY_DN21379_c0_g1	0	1	0	6	0	0	5	10	0	0	0.58	0	7.06	0	1.23	3.82	3.82	1	4.67	0	1.37	0	1.69	0	ECEF_Wing3_TRINITY_DN21379_c0_g1
ECEF_Abd_TRINITY_DN16057_c0_g1	329	534	790	738	373	580	1352	941	240	107	51	927	1758	769	1161	1517	254	426	482	742	1056	132	807	55	ECEF_Abd_TRINITY_DN16057_c0_g1
ECEF_Wing2_TRINITY_DN24785_c0_g1	351	505	765	597	372	536	1152	995	451	118	62	935	1564	759	1183	1789	245	358	315	548	783	100	633	62	ECEF_Wing2_TRINITY_DN24785_c0_g1
ECEF_Leg_TRINITY_DN19166_c0_g2	20	52.89	148.81	21.59	14.28	3.59	20	14.12	13.09	25.45	17	39.7	21.11	4.72	20.44	49.73	14.52	16.24	70.42	37.83	15.82	4	43.36	13	ECEF_Leg_TRINITY_DN19166_c0_g2
ECEF_Meso_TRINITY_DN2655_c0_g1	0	0	1	6	2	1	0	2	1	0	0	1	0	2	2	1	0	1	0	2	3	0	0	0	ECEF_Meso_TRINITY_DN2655_c0_g1
ECEF_Meso_TRINITY_DN29620_c3_g5	1	6	7	9	0	3	2	4	3	0	0	11	6	6	6	6	2	2	8	7	10	0	5	0	ECEF_Meso_TRINITY_DN29620_c3_g5
ECEF_Abd_TRINITY_DN9916_c0_g1	53	1	0	0	1	0	0	0	18	0	0	0	1	0	0	0	13	1	0	0	0	0	0	0	ECEF_Abd_TRINITY_DN9916_c0_g1
ECEF_Wing3_TRINITY_DN10651_c0_g1	5	6	5	0	1	2	4	6	5	1	0	7	4	1	6	6	4	5	2	4	7	0	5	0	ECEF_Wing3_TRINITY_DN10651_c0_g1
ECEF_Eye_TRINITY_DN21405_c2_g2	0	2446	1	0	0	3	3	1	0	0	0	3	0	31	0	2	14	45	48	29	61	8	67	5	ECEF_Eye_TRINITY_DN21405_c2_g2
ECEF_Wing3_TRINITY_DN6210_c0_g1	11	21	12	21	7	19	29	30	9	3	1	11	8	9	8	21	4	10	3	5	15	6	15	5	ECEF_Wing3_TRINITY_DN6210_c0_g1
ECEF_Leg_TRINITY_DN19237_c0_g2	11	5	33	2	7	6	5	2	8	4	5	4	14	8	8	6	5	2	21	10	11	2	2	0	ECEF_Leg_TRINITY_DN19237_c0_g2
ECEF_Eye_TRINITY_DN7261_c0_g1	0	344	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	260	0	0	0	0	0	0	ECEF_Eye_TRINITY_DN7261_c0_g1
ECEF_Eye_TRINITY_DN16502_c0_g3	56.82	143.04	79.71	25.57	24.01	29.25	103.95	51.69	23.44	39.94	4.44	63.38	47.43	42.98	45.27	51.93	143.59	218.27	181.87	122.49	206.33	37.65	108.75	3.38	ECEF_Eye_TRINITY_DN16502_c0_g3
ECEF_Meso_TRINITY_DN23434_c0_g1	29.8	54.84	71.07	60.39	42.33	32.85	60.17	57.38	29.99	22.59	7.09	114.15	151.98	54.9	138.49	227.27	22.71	64.19	29.73	62.71	75.4	3.8	115.17	8.7	ECEF_Meso_TRINITY_DN23434_c0_g1
ECEF_Meso_TRINITY_DN30108_c4_g2	253	488	540	535	242	197	407	350	282	99	38	464	526	265	341	496	230	387	417	473	476	72	399	51	ECEF_Meso_TRINITY_DN30108_c4_g2
ECEF_Abd_TRINITY_DN14422_c0_g1	3580	2146	4582	4083	2081	2663	5367	5420	2665	602	341	5852	6926	4083	4661	6783	3388	4796	4614	6466	7381	1075	9081	773	ECEF_Abd_TRINITY_DN14422_c0_g1
ECEF_Abd_TRINITY_DN21778_c0_g1	220.81	280.5	478.51	476.11	109.91	310.66	573.78	421.61	254.27	54.24	48	667.46	882.17	549.44	750.42	900.86	263.65	415.31	540.64	625.97	689.9	121.42	985.65	82.72	ECEF_Abd_TRINITY_DN21778_c0_g1
ECEF_Meso_TRINITY_DN23416_c1_g1	11	6.94	10.65	13.87	1	1.99	4.79	5	3	1.33	0	11	5.74	3.75	8	4	0	4	6	1.5	7	3	4	0	ECEF_Meso_TRINITY_DN23416_c1_g1
ECEF_Abd_TRINITY_DN12837_c0_g1	583	1164	1659	1516	414	728	1565	1079	545	219	128	1880	1832	1526	2274	2439	926	1639	1782	2102	1982	335	2885	298	ECEF_Abd_TRINITY_DN12837_c0_g1
ECEF_Eye_TRINITY_DN6987_c0_g1	0	3	1	1	0	0	0	2	0	0	0	2	1	0	1	2	0	0	1	0	0	0	1	0	ECEF_Eye_TRINITY_DN6987_c0_g1
ECEF_Wing2_TRINITY_DN21742_c0_g2	11697	6403	14312	8620	4169	15529	13186	10475	9143	1830	1110	13795	10126	17835	10548	14386	14797	15402	14663	21185	26876	3554	16900	3523	ECEF_Wing2_TRINITY_DN21742_c0_g2
ECEF_Abd_TRINITY_DN12011_c0_g1	5809	3946	7551	8105	2853	4632	9668	7153	5028	905	533	9343	11208	6518	8148	11290	6626	8131	9150	13047	14894	1992	15428	1480	ECEF_Abd_TRINITY_DN12011_c0_g1
ECEF_Wing3_TRINITY_DN30039_c0_g2	76.95	99.45	215.24	154.26	295.62	149.78	455.71	393.28	74.49	30.65	23.98	173.26	720.45	158.75	356.66	574.19	27	69.38	91.7	175.5	131.42	58.69	248.26	92.94	ECEF_Wing3_TRINITY_DN30039_c0_g2
ECEF_Abd_TRINITY_DN17707_c0_g1	133	0	0	0	6	0	0	0	24	0	0	0	1	0	3	0	25	0	0	2	0	0	0	0	ECEF_Abd_TRINITY_DN17707_c0_g1
ECEF_Eye_TRINITY_DN25040_c0_g1	48	22	43	12	8	13	23	5	48	2	6	36	33	28	19	23	89	49	85	36	57	10	68	3	ECEF_Eye_TRINITY_DN25040_c0_g1
ECEF_Eye_TRINITY_DN22676_c0_g2	7	77	63	38	48	3	3	5	18	14	4	75	86	2	3	10	32	112	48	82	110	1	5	3	ECEF_Eye_TRINITY_DN22676_c0_g2
ECEF_Abd_TRINITY_DN18699_c0_g1	431	546	915	513	242	361	690	776	494	158	68	753	1471	454	754	1458	513	812	771	815	1069	94	905	77	ECEF_Abd_TRINITY_DN18699_c0_g1
ECEF_Eye_TRINITY_DN23049_c0_g1	117	322	358	399	106	156	250	202	99	61	25	426	443	234	293	379	117	336	315	371	326	39	321	28	ECEF_Eye_TRINITY_DN23049_c0_g1
ECEF_Abd_TRINITY_DN2818_c0_g1	8	4	4	4	0	0	2	2	10	0	2	7	3	2	3	1	6	6	4	2	7	0	0	4	ECEF_Abd_TRINITY_DN2818_c0_g1
ECEF_Eye_TRINITY_DN20692_c0_g3	651.3	2112.16	2088.95	2750.62	532.74	848.08	1373.74	1380.39	609.98	245.72	71.57	1316.52	965.28	1088.57	2063.25	392.03	280.36	924.01	1359.26	1054.77	976.08	103.02	1267.59	254.22	ECEF_Eye_TRINITY_DN20692_c0_g3
ECEF_Wing2_TRINITY_DN26304_c0_g2	13.2	16.04	21.54	35.48	11.27	30.79	67.37	23.94	22.31	2.6	1.23	45.39	57.53	42.97	38.1	27.23	9.01	31.83	22.6	29.6	37.67	20.5	53.8	8.34	ECEF_Wing2_TRINITY_DN26304_c0_g2
ECEF_Abd_TRINITY_DN14532_c0_g1	167	219	356	272	142	146	488	369	135	54	30	479	505	288	420	697	194	329	382	530	516	73	708	79	ECEF_Abd_TRINITY_DN14532_c0_g1
ECEF_Wing2_TRINITY_DN11148_c0_g2	7	7	6	3	5	5	8	5	11	3	0	6	13	15	12	10	8	5	4	7	11	2	4	2	ECEF_Wing2_TRINITY_DN11148_c0_g2
ECEF_Eye_TRINITY_DN22660_c0_g1	8.44	16.73	0	0	0	4.19	2.37	0	17.6	3.93	5.98	7.31	20.24	42.11	15.34	37.81	0	29.32	6.76	23.39	11.17	0	30.73	3.41	ECEF_Eye_TRINITY_DN22660_c0_g1
ECEF_Wing3_TRINITY_DN18837_c0_g1	3	12	7	7	8	5	5	19	1	1	0	11	7	11	2	11	7	11	8	13	14	1	14	2	ECEF_Wing3_TRINITY_DN18837_c0_g1
ECEF_Meso_TRINITY_DN15044_c0_g1	0	1	12	11	0	0	0	1	0	1	2	10	1	0	0	2	0	0	5	2	2	0	1	0	ECEF_Meso_TRINITY_DN15044_c0_g1
ECEF_Meso_TRINITY_DN4162_c0_g1	0	2	0	3	0	0	1	0	1	0	0	0	0	0	2	0	0	1	3	3	0	0	1	0	ECEF_Meso_TRINITY_DN4162_c0_g1
ECEF_Eye_TRINITY_DN9674_c0_g1	11	15	16	16	5	18	27	25	6	3	0	16	21	9	14	22	1	3	8	13	11	2	22	3	ECEF_Eye_TRINITY_DN9674_c0_g1
ECEF_Wing3_TRINITY_DN31734_c0_g1	1	1	2	2	0	0	3	5	0	0	0	1	2	1	1	3	0	0	3	1	3	0	0	0	ECEF_Wing3_TRINITY_DN31734_c0_g1
ECEF_Wing2_TRINITY_DN20592_c0_g1	62	310.62	214	189	189.92	145.59	404.33	420.77	62.76	86	19	283.46	491	236.82	672.27	834.93	65	283.62	156	323.29	381.7	69.47	526.79	92	ECEF_Wing2_TRINITY_DN20592_c0_g1
ECEF_Ovi_TRINITY_DN17532_c0_g1	4	7	12	7	10	2	8	2	7	4	3	7	15	7	12	15	0	7	5	9	9	4	7	0	ECEF_Ovi_TRINITY_DN17532_c0_g1
ECEF_Wing3_TRINITY_DN12203_c0_g2	7	13	15	22	17	7	26	32	24	5	2	36	34	24	36	59	6	13	22	15	28	2	28	6	ECEF_Wing3_TRINITY_DN12203_c0_g2
ECEF_Wing3_TRINITY_DN26329_c0_g2	74	124	186	140	60	94	168	177	36	20	9	129	170	108	143	178	66	113	101	137	186	26	222	12	ECEF_Wing3_TRINITY_DN26329_c0_g2
ECEF_Leg_TRINITY_DN7261_c0_g1	4	4	11	11	5	7	6	7	0	0	0	3	4	4	4	3	1	0	5	0	4	0	10	0	ECEF_Leg_TRINITY_DN7261_c0_g1
ECEF_Wing3_TRINITY_DN7703_c0_g1	2	2	11	16	14	4	7	38	21	5	2	25	38	24	35	41	1	8	5	15	18	4	6	7	ECEF_Wing3_TRINITY_DN7703_c0_g1
ECEF_Leg_TRINITY_DN24694_c2_g2	49.48	101.24	181.76	187.5	74.74	76.84	170.3	148.05	38.28	30.25	15.11	190.63	261.6	115.61	171.91	253.68	61.73	102.23	123.17	154.7	160.3	18.52	163.26	20.86	ECEF_Leg_TRINITY_DN24694_c2_g2
ECEF_Wing2_TRINITY_DN17849_c0_g1	2	3	6	10	0	3	23	16	2	1	1	10	12	8	12	9	3	5	12	9	18	2	13	1	ECEF_Wing2_TRINITY_DN17849_c0_g1
ECEF_Meso_TRINITY_DN28970_c2_g2	117.5	115.01	275.95	131.72	84.13	86.27	149.66	177.55	78.87	24.31	19.73	197.99	246.73	102.77	146.18	280.73	74.9	92.79	90.71	126.28	96.85	7.94	112.46	21.93	ECEF_Meso_TRINITY_DN28970_c2_g2
ECEF_Wing3_TRINITY_DN27631_c1_g1	1	0	14	21	0	1	1	9	4	0	3	32	11	1	0	11	3	0	19	10	6	0	3	0	ECEF_Wing3_TRINITY_DN27631_c1_g1
ECEF_Wing3_TRINITY_DN29318_c2_g1	11	15	25.74	21.88	17	11.86	17	54.71	15.89	3	4	15.36	24	15	23.86	33.07	19	31.85	39	29.4	65	8	62.9	3.74	ECEF_Wing3_TRINITY_DN29318_c2_g1
ECEF_Leg_TRINITY_DN14896_c0_g1	2	6	11	0	0	1	4	6	1	0	1	3	0	0	2	0	2	5	7	5	8	0	2	0	ECEF_Leg_TRINITY_DN14896_c0_g1
ECEF_Ovi_TRINITY_DN20764_c0_g1	5.99	26.37	30.78	37.09	31.05	9.48	52.9	25.49	30.16	10.49	2	43.06	48.33	26.42	63.36	94.01	4.15	49.39	28.53	52.2	91	17.55	83.92	20.63	ECEF_Ovi_TRINITY_DN20764_c0_g1
ECEF_Abd_TRINITY_DN19882_c0_g1	1241.48	1767.64	2522.19	2002.44	774.69	1304.68	2465.82	1517.95	1603.36	362.37	228.36	2679.95	3354.5	2990.18	4029.99	4124.13	2105.49	2370.37	3839.65	3734.37	4449.58	837.44	8093.32	747.92	ECEF_Abd_TRINITY_DN19882_c0_g1
ECEF_Meso_TRINITY_DN15609_c0_g1	2	5	3	9	6	2	6	6	12	1	0	13	9	6	7	10	3	13	15	4	14	1	5	2	ECEF_Meso_TRINITY_DN15609_c0_g1
ECEF_Abd_TRINITY_DN16166_c0_g1	139	53	389	147	122	19	20	55	63	1	33	148	79	25	7	69	133	230	529	535	504	116	1188	157	ECEF_Abd_TRINITY_DN16166_c0_g1
ECEF_Abd_TRINITY_DN20273_c1_g1	906	7	5	14	78	3	1	0	573	0	0	7	12	2	0	5	623	1	10	5	7	0	2	1	ECEF_Abd_TRINITY_DN20273_c1_g1
ECEF_Abd_TRINITY_DN16088_c0_g1	99	0	3	0	14	0	1	0	39	0	0	0	0	0	0	2	17	0	0	0	0	0	0	0	ECEF_Abd_TRINITY_DN16088_c0_g1
ECEF_Wing2_TRINITY_DN17441_c0_g1	295	305	819	533	112	133	272	368	273	65	46	542	421	315	415	496	362	603	1105	655	584	76	751	88	ECEF_Wing2_TRINITY_DN17441_c0_g1
ECEF_Pro_TRINITY_DN12124_c0_g1	12.15	39.16	15.73	44.27	25.18	22.83	26.68	28.4	8.17	5.36	4.31	53.43	59.13	76.12	81.59	107.08	32.98	73.77	105.48	94.21	93.89	12.56	129.12	42	ECEF_Pro_TRINITY_DN12124_c0_g1
ECEF_Abd_TRINITY_DN6249_c0_g1	54	75	221	198	701	318	534	1384	166	24	33	227	358	419	457	597	55	150	128	202	239	88	499	344	ECEF_Abd_TRINITY_DN6249_c0_g1
ECEF_Ovi_TRINITY_DN9184_c0_g1	2.8	0	0	0	2.6	0	0	0	1.62	0	0	1.64	0	0	0.64	0	1.21	0	0	0	0	0	0	0	ECEF_Ovi_TRINITY_DN9184_c0_g1
ECEF_Eye_TRINITY_DN14508_c0_g1	0	4.27	6.38	0	0	0	0	0	0	0	0	2.75	2.93	2.33	0	14.85	0	0	3.58	4.77	7.15	0	0	0	ECEF_Eye_TRINITY_DN14508_c0_g1
ECEF_Abd_TRINITY_DN22697_c2_g1	1453	1093	1613	882	705	894	1236	944	2150	203	118	1087	1716	1216	1194	1439	1462	657	653	876	1596	133	786	62	ECEF_Abd_TRINITY_DN22697_c2_g1
ECEF_Abd_TRINITY_DN11510_c0_g1	39	0	0	0	1	0	0	0	34	0	0	0	0	0	1	1	10	0	0	0	0	0	0	0	ECEF_Abd_TRINITY_DN11510_c0_g1
ECEF_Eye_TRINITY_DN15448_c0_g1	51	66	102	79	32	51	139	104	42	11	11	131	138	72	124	143	35	45	68	96	85	12	119	4	ECEF_Eye_TRINITY_DN15448_c0_g1
ECEF_Eye_TRINITY_DN15394_c0_g1	2	5.82	4.96	0.58	3	0	0.25	0	0	0	0	0	0.24	0.83	0	1	0	0	0	3.85	1.47	1	0	0	ECEF_Eye_TRINITY_DN15394_c0_g1
ECEF_Leg_TRINITY_DN16120_c0_g2	6	5	10	0	0	1	2	1	3	0	0	3	0	1	0	0	3	11	4	4	1	0	0	0	ECEF_Leg_TRINITY_DN16120_c0_g2
ECEF_Eye_TRINITY_DN17669_c0_g2	0	102	0	2	0	1	1	0	0	0	0	0	3	0	0	0	1	9	5	4	1	0	8	0	ECEF_Eye_TRINITY_DN17669_c0_g2
ECEF_Eye_TRINITY_DN18833_c0_g2	11	24	51	40	6	21	48	31	5	5	1	2	18	15	9	11	5	3	8	16	8	3	22	1	ECEF_Eye_TRINITY_DN18833_c0_g2
ECEF_Ovi_TRINITY_DN22584_c2_g1	13.33	13.63	71.04	63.88	72.98	17.49	18.12	29.93	90.59	2.92	7.11	39.26	46.9	14.16	28.68	51.58	13.53	12.25	29.6	37.8	38.05	8	25.49	11	ECEF_Ovi_TRINITY_DN22584_c2_g1
ECEF_Ovi_TRINITY_DN15999_c0_g1	18.17	2.51	34.84	1.7	15.37	3.1	5.52	15.28	25.21	0	4.19	0	25.37	5.64	5.56	56.35	8.43	6.77	9.74	5.77	48.02	0	11.19	2.94	ECEF_Ovi_TRINITY_DN15999_c0_g1
ECEF_Leg_TRINITY_DN20736_c0_g1	167.3	222.58	226.95	316.94	78.58	146.06	241.74	214.39	19	8	2	34.88	63.53	23	39.05	56.64	101.76	176.53	116.4	166.8	185.07	14.41	131.07	13.12	ECEF_Leg_TRINITY_DN20736_c0_g1
ECEF_Eye_TRINITY_DN19670_c0_g1	0	76	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	11	0	0	0	0	0	0	ECEF_Eye_TRINITY_DN19670_c0_g1
ECEF_Leg_TRINITY_DN19221_c0_g3	24	53	47	44	11	10	32	38	54	24	10	117	107	57	83	95	28	64	59	81	82	13	77	6	ECEF_Leg_TRINITY_DN19221_c0_g3
ECEF_Abd_TRINITY_DN18831_c0_g1	183	39	863	988	69	39	68	101	106	0	71	674	76	9	8	63	208	24	757	467	119	4	99	8	ECEF_Abd_TRINITY_DN18831_c0_g1
ECEF_Wing3_TRINITY_DN23448_c0_g3	65	134	148	158	77	143	284	229	126	59	24	346	468	246	503	588	84	141	121	231	347	55	297	56	ECEF_Wing3_TRINITY_DN23448_c0_g3
ECEF_Wing3_TRINITY_DN14234_c0_g1	26.27	72.53	95.81	94	83	76	124	121	69	26	6	129	221	165	218	281	33	90	45.99	84.18	143	25.03	112	26.46	ECEF_Wing3_TRINITY_DN14234_c0_g1
ECEF_Meso_TRINITY_DN30244_c0_g1	0	0	1	2	0	1	2	1	2	0	0	1	3	0	3	1	0	0	0	2	1	1	3	0	ECEF_Meso_TRINITY_DN30244_c0_g1
