X	ECEF_Abd	ECEF_Eye	ECEF_Leg	ECEF_Meso	ECEF_Ovi	ECEF_Pro	ECEF_Wing2	ECEF_Wing3	ECFisC_Abd	ECFisC_Eye	ECFisC_Leg	ECFisC_Meso	ECFisC_Ovi	ECFisC_Pro	ECFisC_Wing2	ECFisC_Wing3	ECty4_Abd	ECty4_Eye	ECty4_Leg	ECty4_Meso	ECty4_Ovi	ECty4_Pro	ECty4_Wing2	ECty4_Wing3	id
ECEF_Abd_TRINITY_DN21829_c2_g1	178	823	893	659	166	865	1579	1594	277	205	117	1204	373	2373	2709	3540	342	1874	1008	1880	540	527	3310	808	ECEF_Abd_TRINITY_DN21829_c2_g1
ECEF_Abd_TRINITY_DN11979_c0_g1	2	1	0	0	0	0	1	1	1	0	0	5	1	4	2	1	1	0	0	1	2	0	0	0	ECEF_Abd_TRINITY_DN11979_c0_g1
ECEF_Abd_TRINITY_DN14342_c1_g1	485	435	927	1332	269	472	1009	769	303	73	44	1213	990	603	636	941	412	630	806	1174	984	157	1199	85	ECEF_Abd_TRINITY_DN14342_c1_g1
ECEF_Eye_TRINITY_DN19894_c0_g1	3	19	0	1	0	0	0	0	2	5	0	0	0	0	0	0	0	10	0	2	0	0	1	0	ECEF_Eye_TRINITY_DN19894_c0_g1
ECEF_Wing2_TRINITY_DN24545_c0_g1	0	0	2	1	2	0	2	2	2	0	0	0	0	4	2	2	2	1	6	3	6	2	3	0	ECEF_Wing2_TRINITY_DN24545_c0_g1
ECEF_Ovi_TRINITY_DN21100_c0_g1	256	231	354	369	206	234	447.96	380	247	38	23	432	496	297	261	433	182	188	193	374	428	51	345	37	ECEF_Ovi_TRINITY_DN21100_c0_g1
ECEF_Wing3_TRINITY_DN18654_c0_g1	24	84	89	65	35	42	87	79	26	13	13	71	185	57	101	148	21	88	81	91	184	9	148	10	ECEF_Wing3_TRINITY_DN18654_c0_g1
ECEF_Wing2_TRINITY_DN25814_c1_g1	4	2	3	17	6	3	12	12	0	0	1	2	3	0	1	2	0	0	0	0	0	0	0	0	ECEF_Wing2_TRINITY_DN25814_c1_g1
ECEF_Meso_TRINITY_DN28812_c0_g1	740	1156	1752	2433	854	905	1557	1231	1256	230	109	3169	2863	2076	2787	2773	755	969	1177	2089	1583	292	1601	257	ECEF_Meso_TRINITY_DN28812_c0_g1
ECEF_Wing2_TRINITY_DN26075_c1_g3	6	14	12	0	1	4	32	15	3	1	3	1	3	1	4	2	9	8	17	3	8	2	16	0	ECEF_Wing2_TRINITY_DN26075_c1_g3
ECEF_Meso_TRINITY_DN3965_c0_g1	1	3	4	9	2	1	5	8	2	2	0	6	7	8	8	4	1	2	8	6	5	1	9	3	ECEF_Meso_TRINITY_DN3965_c0_g1
ECEF_Meso_TRINITY_DN21574_c0_g1	0	3	7	8	3	1	3	5	2	0	0	1	0	1	2	7	0	1	2	4	3	1	5	1	ECEF_Meso_TRINITY_DN21574_c0_g1
ECEF_Eye_TRINITY_DN16900_c0_g1	361	438	779	1126	160	392	679	505	309	69	35	1043	701	469	673	827	359	479	703	983	729	134	843	57	ECEF_Eye_TRINITY_DN16900_c0_g1
ECEF_Wing3_TRINITY_DN28025_c1_g1	0	3	2.59	2.12	1	4.23	4.49	6	3.7	3	0	5.25	8.77	3.64	3.78	8	5	8	3.15	3.39	9.36	2	5	0	ECEF_Wing3_TRINITY_DN28025_c1_g1
ECEF_Abd_TRINITY_DN13575_c0_g1	72	0	1	0	0	0	0	0	15	0	0	0	0	0	0	0	31	0	0	0	1	0	0	0	ECEF_Abd_TRINITY_DN13575_c0_g1
ECEF_Meso_TRINITY_DN28619_c0_g1	85	112	210	233	181	97	247	226	77	38	16	212	254	99	157	239	98	128	148	186	184	45	163	69	ECEF_Meso_TRINITY_DN28619_c0_g1
ECEF_Abd_TRINITY_DN22043_c0_g1	351	634	1427	878	969	607	2285	1986	525	96	129	1318	2876	1028	2777	3620	428	784	794	1428	2193	293	1611	372	ECEF_Abd_TRINITY_DN22043_c0_g1
ECEF_Wing3_TRINITY_DN22630_c1_g1	0	0	2	3	0	0	0	5	0	0	0	0	2	0	0	1	0	0	0	2	1	0	0	0	ECEF_Wing3_TRINITY_DN22630_c1_g1
ECEF_Leg_TRINITY_DN19628_c0_g2	1237	1509	2186	1869	956	1005	1841	1562	1062	331	128	1859	3581	1385	1903	2592	1379	2614	1967	2736	2993	423	4176	517	ECEF_Leg_TRINITY_DN19628_c0_g2
ECEF_Eye_TRINITY_DN24451_c0_g1	4	150	15	1	2	1	6	3	3	40	1	4	5	1	6	1	5	29	23	3	7	1	13	1	ECEF_Eye_TRINITY_DN24451_c0_g1
ECEF_Eye_TRINITY_DN8234_c0_g1	0	5	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	ECEF_Eye_TRINITY_DN8234_c0_g1
ECEF_Eye_TRINITY_DN22968_c0_g1	1	346	5	3	3	0	1	0	0	58	3	2	14	0	0	3	1	129	13	0	16	1	1	0	ECEF_Eye_TRINITY_DN22968_c0_g1
ECEF_Abd_TRINITY_DN18925_c0_g1	114	58	46	8	110	21	27	18	78	9	4	29	208	54	46	63	62	63	36	43	172	8	78	7	ECEF_Abd_TRINITY_DN18925_c0_g1
ECEF_Leg_TRINITY_DN13219_c0_g1	4	11	16	21	3	7	18	24	67	7	2	45	46	29	31	53	6	13	3	8	21	2	18	5	ECEF_Leg_TRINITY_DN13219_c0_g1
ECEF_Abd_TRINITY_DN9943_c0_g1	102	215	285	294	94	144	426	244	18	6	5	36	78	55	49	86	62	132	158	154	221	40	268	11	ECEF_Abd_TRINITY_DN9943_c0_g1
ECEF_Leg_TRINITY_DN13284_c0_g1	2	0	3	0	2	0	7	2.96	0	0	0	0	0	0	0	0	0	0	0	3.97	0.99	0	0	0	ECEF_Leg_TRINITY_DN13284_c0_g1
ECEF_Abd_TRINITY_DN22255_c0_g2	679	1179	2028	1881	566	978	1646	1341	767	217	138	1963	2292	1564	2067	2592	804	1015	1633	2274	2380	252	2236	244	ECEF_Abd_TRINITY_DN22255_c0_g2
ECEF_Leg_TRINITY_DN10705_c0_g1	10	9	11	12	5	9	19	6	17	5	0	44	48	38	49	58	17	22	33	45	46	12	34	7	ECEF_Leg_TRINITY_DN10705_c0_g1
ECEF_Leg_TRINITY_DN13026_c0_g2	14	13	28	29	27	8	24	24	33	7	3	53	75	49	48	79	20	18	28	37	69	13	65	8	ECEF_Leg_TRINITY_DN13026_c0_g2
ECEF_Abd_TRINITY_DN22008_c0_g1	1666	1468	2272	1828	607	737	1253	1444	1524	345	166	1983	2107	1439	1789	2243	1723	2500	2480	2194	3073	250	3394	277	ECEF_Abd_TRINITY_DN22008_c0_g1
ECEF_Meso_TRINITY_DN27919_c0_g4	2	8	7	23	9	2	10	12	14	1	0	18	24	18	21	24	1	18	10	24	31	4	18	15	ECEF_Meso_TRINITY_DN27919_c0_g4
ECEF_Pro_TRINITY_DN18546_c0_g1	119	214	323	263	138	145	298	282	67	36	21	198	380	208	246	390	147	330	312	340	455	63	632	60	ECEF_Pro_TRINITY_DN18546_c0_g1
ECEF_Leg_TRINITY_DN24969_c0_g1	0	0	4.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0.25	ECEF_Leg_TRINITY_DN24969_c0_g1
ECEF_Eye_TRINITY_DN23389_c0_g1	16	37	25	22	12	14	16	10	14	5	0	22	33	16	26	27	14	18	16	30	36	6	19	3	ECEF_Eye_TRINITY_DN23389_c0_g1
ECEF_Wing3_TRINITY_DN28974_c4_g1	320	382	518	457	181	301	544	420	373	79	45	557	588	595	735	854	368	486	553	613	740	122	1048	113	ECEF_Wing3_TRINITY_DN28974_c4_g1
ECEF_Meso_TRINITY_DN29729_c0_g1	115	155.95	201.74	122.98	69	127.07	304.11	204.08	82.75	46	21	200.98	302.27	164.93	249.29	370.71	99.01	132.99	111.67	187.03	282.84	31.99	300	27	ECEF_Meso_TRINITY_DN29729_c0_g1
ECEF_Abd_TRINITY_DN16480_c0_g1	1437.91	1386.63	1726.37	1732.06	429.21	1049	2016.68	1166.36	1412.2	233	143	1847.07	1902.84	1968.92	2305	2225.52	1932.69	2014.51	2460.69	2441.07	3212.63	440	4961.85	377	ECEF_Abd_TRINITY_DN16480_c0_g1
ECEF_Eye_TRINITY_DN24411_c1_g1	239.53	529.05	658.58	466.05	268.14	285.66	396.72	414.85	565.13	93.69	68.27	714.69	799.27	478.23	679.82	818.67	244.1	394.7	389.21	491.3	449.48	56.93	393.69	35.07	ECEF_Eye_TRINITY_DN24411_c1_g1
ECEF_Ovi_TRINITY_DN2249_c0_g1	5	31	30	14	36	14	28	28	14	14	2	17	26	29	43	54	2	37	20	31	49	9	39	9	ECEF_Ovi_TRINITY_DN2249_c0_g1
ECEF_Abd_TRINITY_DN12943_c0_g1	703	755	1290	2044	431	794	1584	1278	736	174	114	2483	1901	1169	1504	2115	636	791	1211	1756	1342	185	1408	104	ECEF_Abd_TRINITY_DN12943_c0_g1
ECEF_Leg_TRINITY_DN22752_c0_g1	71.4	174.05	361.84	163.47	187.69	162.92	293.17	161.34	84.5	44.57	27.76	208.13	563.06	175.05	360.32	394.95	81.45	162.84	173.34	170.32	304.55	35.01	300.85	36.79	ECEF_Leg_TRINITY_DN22752_c0_g1
ECEF_Pro_TRINITY_DN18084_c0_g1	490	211	189.21	203.38	69	352	167	91	655.88	52.97	26.6	459.98	375.21	496.89	309.92	308.85	946.1	686.81	433.82	795.69	840.13	82	314.13	25.95	ECEF_Pro_TRINITY_DN18084_c0_g1
ECEF_Wing3_TRINITY_DN30956_c0_g1	0	2	1	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ECEF_Wing3_TRINITY_DN30956_c0_g1
ECEF_Leg_TRINITY_DN22483_c0_g2	35	173	129	52	103	59	104	100	81	120	22	113	197	101	123	180	34	190	73	134	121	16	56	51	ECEF_Leg_TRINITY_DN22483_c0_g2
ECEF_Eye_TRINITY_DN19525_c2_g3	15.82	44.13	19.81	11.48	31.1	14.27	25.34	24.01	28.62	10.4	3.91	29.76	38.69	31.74	34.08	58.76	10.3	19.42	11.48	24.53	36.36	5.92	21.67	7.88	ECEF_Eye_TRINITY_DN19525_c2_g3
ECEF_Eye_TRINITY_DN18608_c0_g1	149	229	339	402	131	181	319	348	121	40	28	481	523	302	390	517	126	269	252	368	350	45	396	27	ECEF_Eye_TRINITY_DN18608_c0_g1
ECEF_Pro_TRINITY_DN20956_c1_g1	35	55	94	75	23	48	80	72	45	13	8	131	118	68	89	118	51	118	104	160	177	22	200	13	ECEF_Pro_TRINITY_DN20956_c1_g1
ECEF_Wing2_TRINITY_DN24290_c0_g2	29.38	49.18	21.83	15.36	34.59	22.09	40.45	9.32	28.6	10.43	1.79	22.98	42.48	24.19	48.64	44.9	23.59	50.64	18.53	34.56	26.66	10.6	23.88	11.75	ECEF_Wing2_TRINITY_DN24290_c0_g2
ECEF_Wing2_TRINITY_DN25769_c1_g1	27	47	35	59.98	22	39.59	62.91	49.78	39.21	14	3	86	80.8	75.82	88.64	93	21.45	39.7	42	58	103.06	21	63.33	12.42	ECEF_Wing2_TRINITY_DN25769_c1_g1
ECEF_Wing3_TRINITY_DN25430_c1_g1	12.97	1.29	27.9	22.59	0	3.79	13.87	34.99	1.79	0	0	0	16.43	0	7.59	0	4.33	7.8	2.5	0	6.13	0	21.74	0	ECEF_Wing3_TRINITY_DN25430_c1_g1
ECEF_Wing2_TRINITY_DN19616_c0_g3	36	49	98	54	75	50	118	71	52	19	10	84	145	85	124	177	31	70	54	98	81	19	84	13	ECEF_Wing2_TRINITY_DN19616_c0_g3
ECEF_Pro_TRINITY_DN11100_c0_g1	3.11	8.12	4.01	20.17	0	12.89	10.26	13.76	2	3	0	2.77	2.91	2.44	5.38	10.75	0	9.27	6.22	9.77	9.78	2.23	4.53	0	ECEF_Pro_TRINITY_DN11100_c0_g1
ECEF_Eye_TRINITY_DN2014_c0_g1	1	9	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	ECEF_Eye_TRINITY_DN2014_c0_g1
ECEF_Wing3_TRINITY_DN24185_c0_g3	305.19	335.33	553.38	524.03	304.88	320.15	487.65	583.47	249.62	59.84	32.19	640.74	934.6	522.94	820.79	1032.14	174.94	261.09	208.07	417.99	505.06	58.18	522.56	62.15	ECEF_Wing3_TRINITY_DN24185_c0_g3
ECEF_Abd_TRINITY_DN14889_c0_g1	419	423	1064	888	166	248	470	402	372	138	75	1195	857	530	615	962	487	846	1411	1262	1145	113	1223	115	ECEF_Abd_TRINITY_DN14889_c0_g1
ECEF_Ovi_TRINITY_DN21259_c4_g1	1021	136	2038	669	3471	262	477	638	1141	31	111	616	15753	181	436	1411	636	281	578	699	7936	46	317	92	ECEF_Ovi_TRINITY_DN21259_c4_g1
ECEF_Eye_TRINITY_DN20976_c0_g2	19.06	33.4	33.82	38.49	16.99	16.73	22.49	19.93	9.43	7.44	7.34	38.94	55.89	29.25	28.28	35.56	51.92	27.3	48.81	33.26	71.3	0	62.89	4.15	ECEF_Eye_TRINITY_DN20976_c0_g2
ECEF_Abd_TRINITY_DN21054_c2_g4	61	86	107	90	46	70	118	105	71	18	7	135	89	91	124	142	53	91	101	122	123	21	136	17	ECEF_Abd_TRINITY_DN21054_c2_g4
ECEF_Abd_TRINITY_DN20725_c0_g1	236	0	0	1	33	0	0	0	49	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	ECEF_Abd_TRINITY_DN20725_c0_g1
ECEF_Eye_TRINITY_DN7891_c0_g1	0	15	0	4	0	0	0	0	0	0	1	14	2	2	0	0	0	2	4	9	1	0	2	0	ECEF_Eye_TRINITY_DN7891_c0_g1
ECEF_Eye_TRINITY_DN16887_c0_g1	406	387	681	656	224	377	724	610	384	81	41	734	853	483	650	859	373	573	618	840	837	111	955	80	ECEF_Eye_TRINITY_DN16887_c0_g1
ECEF_Leg_TRINITY_DN9876_c0_g1	0	1	5	1	0	2	4	1	5	1	0	4	5	3	3	7	0	3	3	2	2	0	3	1	ECEF_Leg_TRINITY_DN9876_c0_g1
ECEF_Ovi_TRINITY_DN6582_c0_g1	3	3	6	6	6	2	5	7	1	2	0	1	3	3	3	5	1	1	0	1	0	0	2	1	ECEF_Ovi_TRINITY_DN6582_c0_g1
ECEF_Wing3_TRINITY_DN28851_c1_g3	3.92	0	9.92	8.74	6.31	5.59	7.32	20.31	4.75	2.66	3.75	3.59	3.08	0	8	10.13	0	2.88	5.3	0	2.18	0	14.7	0	ECEF_Wing3_TRINITY_DN28851_c1_g3
ECEF_Eye_TRINITY_DN20751_c0_g1	569	956	1447	1218	425	868	1752	1082	758	237	115	1992	2435	1621	2135	2473	749	868	871	1282	1479	173	1320	111	ECEF_Eye_TRINITY_DN20751_c0_g1
ECEF_Wing3_TRINITY_DN27377_c0_g1	96	210	270	268	107	116	289	255	86	24	13	250	274	158	236	300	139	214	221	255	257	32	375	20	ECEF_Wing3_TRINITY_DN27377_c0_g1
ECEF_Ovi_TRINITY_DN8256_c0_g2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	3	2	1	13	1	5	0	ECEF_Ovi_TRINITY_DN8256_c0_g2
ECEF_Abd_TRINITY_DN18532_c0_g1	37	5	1	4	8	0	0	1	30	1	0	19	2	3	0	8	11	3	3	4	6	0	1	0	ECEF_Abd_TRINITY_DN18532_c0_g1
ECEF_Eye_TRINITY_DN20579_c0_g1	356	407	1074	531	457	412	764	682	372	95	85	503	668	411	659	965	305	852	775	877	820	683	2157	881	ECEF_Eye_TRINITY_DN20579_c0_g1
ECEF_Ovi_TRINITY_DN9074_c0_g1	0	5	7	4	9	3	3	6	0	0	0	2	8	1	1	7	1	2	1	1	1	0	6	0	ECEF_Ovi_TRINITY_DN9074_c0_g1
ECEF_Abd_TRINITY_DN17493_c0_g1	34	80	123	135	111	103	191	139	97	24	11	161	265	163	247	339	52	74	72	155	209	43	169	26	ECEF_Abd_TRINITY_DN17493_c0_g1
ECEF_Eye_TRINITY_DN20221_c3_g1	43	185	160	128	80	84	142	115	67	28	12	138	209	105	219	234	50	114	83	138	166	22	201	31	ECEF_Eye_TRINITY_DN20221_c3_g1
ECEF_Wing2_TRINITY_DN3649_c0_g1	8	8	10	13	7	7	22	15	23	5	3	26	23	17	19	36	5	10	5	14	20	4	10	9	ECEF_Wing2_TRINITY_DN3649_c0_g1
ECEF_Meso_TRINITY_DN19552_c0_g1	0	3	0	6	1	1	5	1	0	0	0	0	0	0	0	0	0	4	0	1	3	1	0	0	ECEF_Meso_TRINITY_DN19552_c0_g1
ECEF_Leg_TRINITY_DN24899_c0_g1	333.25	263.53	1249.61	2625	634.42	545.05	1577.45	1180.02	502.86	79.33	96.38	2830	1241.85	666.54	1299.09	2050.85	266.03	227.05	459.85	1063.23	788.84	96.81	780.72	121.79	ECEF_Leg_TRINITY_DN24899_c0_g1
ECEF_Meso_TRINITY_DN6802_c0_g1	1	0	0	5	1	0	1	2	0	0	0	0	0	0	1	0	1	1	1	0	0	0	3	0	ECEF_Meso_TRINITY_DN6802_c0_g1
ECEF_Wing2_TRINITY_DN25452_c0_g1	124	92	212	133	97	90	208	156	70	23	12	153	129	88	111	142	95	115	110	142	177	19	258	41	ECEF_Wing2_TRINITY_DN25452_c0_g1
ECEF_Wing3_TRINITY_DN28221_c1_g1	59.05	67.97	112.84	155.17	64.35	123.55	172.54	98.62	82.85	7.23	8.18	183.09	211.05	190.29	234.43	293.54	35.21	87.45	54.74	136.12	160.25	42.26	133.88	22.43	ECEF_Wing3_TRINITY_DN28221_c1_g1
ECEF_Ovi_TRINITY_DN13564_c0_g3	6.9	2.66	7.03	0	17.13	9.08	8.37	12.51	0	0	0	0.65	0	0	0	0	0	5.52	5.88	7.7	15.04	4.97	20.94	0	ECEF_Ovi_TRINITY_DN13564_c0_g3
ECEF_Abd_TRINITY_DN12941_c0_g1	1365.9	1646.31	3079.91	3063.41	924.43	1810.65	3464.53	3170.04	1180.78	306.86	210.89	4257.8	5263.76	3726.28	4787.63	5289.95	1734.67	3057.86	3390.47	4136.87	4369.54	719.98	7034.78	574.35	ECEF_Abd_TRINITY_DN12941_c0_g1
ECEF_Abd_TRINITY_DN18110_c0_g1	1719	848	1097	818	269	324	428	445	2162	194	67	1100	1025	536	406	920	3538	1186	1656	1599	1894	144	804	58	ECEF_Abd_TRINITY_DN18110_c0_g1
ECEF_Leg_TRINITY_DN19665_c1_g1	46	87	173	147	42	57	107	101	92	23	21	226	197	135	210	261	74	112	131	152	171	24	163	22	ECEF_Leg_TRINITY_DN19665_c1_g1
ECEF_Abd_TRINITY_DN21365_c0_g1	1334	1471	2270	1431	941	1124	2003	1853	1335	348	133	1840	2691	1667	2077	2639	1509	2173	2176	2483	3117	410	3227	281	ECEF_Abd_TRINITY_DN21365_c0_g1
ECEF_Ovi_TRINITY_DN22361_c0_g1	188.5	260.65	612.37	336.3	672.43	259.36	950.86	632.77	192.69	56.38	38.78	364.21	910.04	192.52	595.59	755.35	189.71	695.6	562.99	978.77	1387.07	246.75	845.62	220.86	ECEF_Ovi_TRINITY_DN22361_c0_g1
ECEF_Wing3_TRINITY_DN29030_c1_g1	0	0	98.87	8.57	7.78	9.67	0	43.29	6.24	1.58	15.07	0	0	0	0	52.74	0	6.98	111.39	0	0	0	16.13	4.96	ECEF_Wing3_TRINITY_DN29030_c1_g1
ECEF_Abd_TRINITY_DN18719_c0_g1	210	189	544	630	202	81	164	206	180	47	29	885	528	186	224	354	312	359	635	1104	782	55	540	71	ECEF_Abd_TRINITY_DN18719_c0_g1
ECEF_Leg_TRINITY_DN21395_c0_g6	8	3	16	3	1	3	0	2	10	0	2	12	4	9	1	10	4	5	7	12	4	0	8	0	ECEF_Leg_TRINITY_DN21395_c0_g6
ECEF_Leg_TRINITY_DN19857_c1_g2	43.59	59.78	124.15	52	48.59	44	91.65	60.61	50.64	16	19.77	84.96	128	86	94.29	131.49	58.16	89	109.62	83.12	103.71	20	74	32.65	ECEF_Leg_TRINITY_DN19857_c1_g2
ECEF_Leg_TRINITY_DN19279_c0_g1	29	69	101	122	68	61	120	92	104	32	9	353	330	273	333	323	53	135	110	179	265	36	217	36	ECEF_Leg_TRINITY_DN19279_c0_g1
ECEF_Wing2_TRINITY_DN18190_c1_g1	4	1	3	0	0	0	3	2	0	0	0	1	0	2	0	0	3	3	3	5	0	0	2	0	ECEF_Wing2_TRINITY_DN18190_c1_g1
ECEF_Ovi_TRINITY_DN22325_c0_g1	920	423	1388	1324	2360	1011	2962	1952	788	74	82	1556	3229	702	1382	2344	794	1380	1555	2503	2544	340	1323	247	ECEF_Ovi_TRINITY_DN22325_c0_g1
ECEF_Abd_TRINITY_DN4672_c0_g1	25	2	6	5	9	8	4	6	11	0	0	1	3	0	0	1	7	3	2	1	1	0	0	0	ECEF_Abd_TRINITY_DN4672_c0_g1
ECEF_Ovi_TRINITY_DN12738_c0_g1	86	10	18	12	51	13	10	5	30	0	0	3	79	5	8	12	13	3	30	8	151	4	43	4	ECEF_Ovi_TRINITY_DN12738_c0_g1
ECEF_Meso_TRINITY_DN22553_c0_g1	1	1	0	5	4	0	5	5	5	0	1	3	1	0	2	1	1	4	0	2	2	0	2	0	ECEF_Meso_TRINITY_DN22553_c0_g1
ECEF_Wing3_TRINITY_DN24262_c0_g1	191	127	433.06	92.53	73	229	172.75	227.69	61	7	15	56.7	102	174.98	75.35	166	93.91	72.89	209.08	77.53	77.47	56.58	203.7	29.19	ECEF_Wing3_TRINITY_DN24262_c0_g1
ECEF_Wing3_TRINITY_DN27970_c0_g1	4.03	3	0	1.06	1	2	3.67	13.85	4.78	3	0	5	16	6	4.42	14.57	3	3.7	4	4	14.8	1	5.53	1.46	ECEF_Wing3_TRINITY_DN27970_c0_g1
ECEF_Abd_TRINITY_DN17421_c0_g1	618	756	1248	1131	489	585	1249	1028	390	172	69	1100	1275	754	1190	1433	721	1100	1137	1512	1334	224	1734	222	ECEF_Abd_TRINITY_DN17421_c0_g1
ECEF_Leg_TRINITY_DN18694_c1_g1	4	1	12	8	1	3	9	8	1	4	2	6	19	7	12	11	1	5	5	11	9	3	8	0	ECEF_Leg_TRINITY_DN18694_c1_g1
ECEF_Meso_TRINITY_DN23431_c1_g1	42	80	102	133	53	107	243	165	27	18	1	76	92	64	80	104	23	19	16	39	62	6	36	4	ECEF_Meso_TRINITY_DN23431_c1_g1
ECEF_Ovi_TRINITY_DN22408_c0_g2	34.03	29.44	60.66	45.52	35.04	21.56	80.4	28.73	24.7	20.95	10.01	69.2	81.07	49.1	61.24	99.05	11.71	26.01	20.61	45.12	40.26	8.01	34.38	6.01	ECEF_Ovi_TRINITY_DN22408_c0_g2
ECEF_Wing3_TRINITY_DN6222_c0_g1	0	0	1	1	0	3	0	2	2	1	1	0	0	1	1	3	0	4	0	3	0	0	1	1	ECEF_Wing3_TRINITY_DN6222_c0_g1
ECEF_Eye_TRINITY_DN23663_c0_g1	0	576	4	2	1	1	1	1	5	144	0	4	0	0	0	0	2	9	5	2	2	3	2	1	ECEF_Eye_TRINITY_DN23663_c0_g1
ECEF_Eye_TRINITY_DN23224_c0_g2	9	751	32	14	8	17	19	12	12	189	1	11	13	21	16	13	19	643	28	16	26	1	13	2	ECEF_Eye_TRINITY_DN23224_c0_g2
ECEF_Wing2_TRINITY_DN6668_c0_g1	3	1	10	2	2	4	8	1	4	2	2	17	20	17	21	24	2	1	7	4	6	0	11	1	ECEF_Wing2_TRINITY_DN6668_c0_g1
ECEF_Meso_TRINITY_DN25610_c1_g1	70	145	164	169	74	96	150	118	23	14	7	85	91	42	63	91	17	27	13	18	31	3	20	2	ECEF_Meso_TRINITY_DN25610_c1_g1
ECEF_Wing3_TRINITY_DN30423_c1_g1	88.78	71.99	220.53	234.7	107.26	128.97	244.3	392.59	58.75	4.83	4.89	308.2	340.59	101.68	243.4	630.44	65.31	68.96	203.15	170.21	201.45	51.29	236.63	40.84	ECEF_Wing3_TRINITY_DN30423_c1_g1
ECEF_Leg_TRINITY_DN26003_c0_g1	0	0	2	0	0	0	0	0	7	0	0	3	8	1	1	5	3	1	7	4	2	0	7	0	ECEF_Leg_TRINITY_DN26003_c0_g1
ECEF_Wing3_TRINITY_DN31191_c0_g1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	ECEF_Wing3_TRINITY_DN31191_c0_g1
ECEF_Abd_TRINITY_DN13015_c0_g1	204	8	8	9	8	4	12	5	69	1	0	9	17	17	17	12	37	9	7	12	8	6	9	0	ECEF_Abd_TRINITY_DN13015_c0_g1
ECEF_Leg_TRINITY_DN13681_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ECEF_Leg_TRINITY_DN13681_c0_g1
ECEF_Meso_TRINITY_DN26620_c0_g1	45.55	85.39	110.54	97.32	70.39	68.92	169.69	103.25	22.99	16.38	5.06	91.52	168.96	89.62	122.95	141.87	22.98	38.94	46.54	73.26	108.74	10	118.53	4.12	ECEF_Meso_TRINITY_DN26620_c0_g1
ECEF_Ovi_TRINITY_DN16493_c0_g2	1	6	3	1	4	0	7	2	0	0	0	0	0	0	1	1	1	2	1	2	0	0	0	0	ECEF_Ovi_TRINITY_DN16493_c0_g2
ECEF_Abd_TRINITY_DN12320_c1_g1	11	9	11	19	10	8	12	12	21.6	1	1	14.69	18	20.71	14	26	18	14	8.69	21	30	0	18	2	ECEF_Abd_TRINITY_DN12320_c1_g1
ECEF_Abd_TRINITY_DN18237_c0_g1	116	4	2	8	17	1	0	2	48	2	1	24	17	14	20	12	13	5	3	8	1	0	8	0	ECEF_Abd_TRINITY_DN18237_c0_g1
ECEF_Abd_TRINITY_DN14556_c0_g1	671	703	1197	1280	542	823	1726	1193	502	168	84	1374	2031	997	1301	1886	587	756	874	1185	1408	191	1142	97	ECEF_Abd_TRINITY_DN14556_c0_g1
ECEF_Abd_TRINITY_DN9048_c0_g1	469	458	714	688	285	450	999	889	280	77	61	613	859	604	785	907	528	770	808	939	1226	135	1686	160	ECEF_Abd_TRINITY_DN9048_c0_g1
ECEF_Leg_TRINITY_DN22551_c1_g3	8	13	16	23	11	6	15	14	4	9	1	26	32	12	20	33	7	13	15	15	36	5	41	5	ECEF_Leg_TRINITY_DN22551_c1_g3
ECEF_Abd_TRINITY_DN15613_c0_g1	82	30	36	24	35	14	26	21	165	10	3	90	70	27	11	43	92	29	38	50	82	2	16	1	ECEF_Abd_TRINITY_DN15613_c0_g1
ECEF_Wing2_TRINITY_DN16326_c0_g1	11	31	66	50	26	44	95	58	16	16	3	96	183	73	162	187	32	62	83	152	149	16	171	11	ECEF_Wing2_TRINITY_DN16326_c0_g1
ECEF_Wing3_TRINITY_DN19320_c0_g1	25	20	39	18	17	14	26	50	10	3	1	20	18	25	33	33	18	31	31	19	40	8	79	11	ECEF_Wing3_TRINITY_DN19320_c0_g1
ECEF_Wing3_TRINITY_DN25396_c2_g3	20.3	20.25	34.37	28.64	22.83	17.85	78.27	60.09	10.58	7.18	4.08	23.75	37.94	8.03	47.95	43.87	13.53	15.17	20.43	37.65	56.7	0	32.82	3.08	ECEF_Wing3_TRINITY_DN25396_c2_g3
ECEF_Pro_TRINITY_DN22596_c0_g3	58.35	7.51	226.3	137.22	286.43	137.13	358.4	157.03	151.08	4.36	20.24	257.56	851.58	107.84	296.39	236.99	285.37	90.54	542.53	272.71	1062.91	697.28	2997.05	378.45	ECEF_Pro_TRINITY_DN22596_c0_g3
